f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person0_promptTrue,acc_met_person0_promptTrue,ent_met_person1_promptTrue,acc_met_person1_promptTrue,ent_met_person2_promptTrue,acc_met_person2_promptTrue,ent_met_person3_promptTrue,acc_met_person3_promptTrue,ent_met_person4_promptTrue,acc_met_person4_promptTrue,ent_met_person0_promptFalse,acc_met_person0_promptFalse,ent_met_person1_promptFalse,acc_met_person1_promptFalse,ent_met_person2_promptFalse,acc_met_person2_promptFalse,ent_met_person3_promptFalse,acc_met_person3_promptFalse,ent_met_person4_promptFalse,acc_met_person4_promptFalse,ent_met_misceallonous0_promptTrue,acc_met_misceallonous0_promptTrue,ent_met_misceallonous1_promptTrue,acc_met_misceallonous1_promptTrue,ent_met_misceallonous2_promptTrue,acc_met_misceallonous2_promptTrue,ent_met_misceallonous3_promptTrue,acc_met_misceallonous3_promptTrue,ent_met_misceallonous4_promptTrue,acc_met_misceallonous4_promptTrue,ent_met_misceallonous0_promptFalse,acc_met_misceallonous0_promptFalse,ent_met_misceallonous1_promptFalse,acc_met_misceallonous1_promptFalse,ent_met_misceallonous2_promptFalse,acc_met_misceallonous2_promptFalse,ent_met_misceallonous3_promptFalse,acc_met_misceallonous3_promptFalse,ent_met_misceallonous4_promptFalse,acc_met_misceallonous4_promptFalse,ent_met_organization0_promptTrue,acc_met_organization0_promptTrue,ent_met_organization1_promptTrue,acc_met_organization1_promptTrue,ent_met_organization2_promptTrue,acc_met_organization2_promptTrue,ent_met_organization3_promptTrue,acc_met_organization3_promptTrue,ent_met_organization4_promptTrue,acc_met_organization4_promptTrue,ent_met_organization0_promptFalse,acc_met_organization0_promptFalse,ent_met_organization1_promptFalse,acc_met_organization1_promptFalse,ent_met_organization2_promptFalse,acc_met_organization2_promptFalse,ent_met_organization3_promptFalse,acc_met_organization3_promptFalse,ent_met_organization4_promptFalse,acc_met_organization4_promptFalse,ent_met_location0_promptTrue,acc_met_location0_promptTrue,ent_met_location1_promptTrue,acc_met_location1_promptTrue,ent_met_location2_promptTrue,acc_met_location2_promptTrue,ent_met_location3_promptTrue,acc_met_location3_promptTrue,ent_met_location4_promptTrue,acc_met_location4_promptTrue,ent_met_location0_promptFalse,acc_met_location0_promptFalse,ent_met_location1_promptFalse,acc_met_location1_promptFalse,ent_met_location2_promptFalse,acc_met_location2_promptFalse,ent_met_location3_promptFalse,acc_met_location3_promptFalse,ent_met_location4_promptFalse,acc_met_location4_promptFalse,ent_met_none0_promptTrue,acc_met_none0_promptTrue,ent_met_none1_promptTrue,acc_met_none1_promptTrue,ent_met_none2_promptTrue,acc_met_none2_promptTrue,ent_met_none3_promptTrue,acc_met_none3_promptTrue,ent_met_none4_promptTrue,acc_met_none4_promptTrue,ent_met_none0_promptFalse,acc_met_none0_promptFalse,ent_met_none1_promptFalse,acc_met_none1_promptFalse,ent_met_none2_promptFalse,acc_met_none2_promptFalse,ent_met_none3_promptFalse,acc_met_none3_promptFalse,ent_met_none4_promptFalse,acc_met_none4_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptFalse,f_score0_promptTrue,f_score4_promptFalse,f_score4_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score3_promptFalse,f_score3_promptTrue,f_score1_promptFalse,f_score1_promptTrue
0.3469174503657262,0.42025316455696204,0.45414847161572053,blip2-flan-t5-xxl,0.29537366548042704,166-229-354-396,0_prompt,True,1,275,56,,,,,,,,,,,,,,,,,,,58,9,,,,,,,,,,,,,,,,,,,125,65,,,,,,,,,,,,,,,,,,,59,36,,,,,,,,,,,,,,,,,,,628,354,,,,,,,,,,,,,,,,,,,,,,,,,0.3469174503657262,,,,,,,,
0.41181736794986573,0.5637254901960784,0.4262008733624454,blip2-flan-t5-xxl,0.3244005641748942,230-178-258-479,0_prompt,True,0,275,115,,,,,,,,,,,,,,,,,,,58,7,,,,,,,,,,,,,,,,,,,125,69,,,,,,,,,,,,,,,,,,,59,39,,,,,,,,,,,,,,,,,,,628,258,,,,,,,,,,,,,,,,,,,,,,,,,0.41181736794986573,,,,,,,,
0.4399092970521542,0.4,0.5685589519650655,blip2-flan-t5-xxl,0.48866498740554154,194-291-457-203,4_prompt,False,5,,,,,,,,,,,,,,,,,,,275,103,,,,,,,,,,,,,,,,,,,58,12,,,,,,,,,,,,,,,,,,,125,51,,,,,,,,,,,,,,,,,,,59,28,,,,,,,,,,,,,,,,,,,628,457,,0.4399092970521542,,,,,,0.4399092970521542,,,,,,,
0.4513064133016627,0.3877551020408163,0.5965065502183406,blip2-flan-t5-xxl,0.5397727272727273,190-300-493-162,4_prompt,False,4,,,,,,,,,,,,,,,,,,,275,100,,,,,,,,,,,,,,,,,,,58,9,,,,,,,,,,,,,,,,,,,125,52,,,,,,,,,,,,,,,,,,,59,29,,,,,,,,,,,,,,,,,,,628,493,,0.4513064133016627,,,,,,0.4513064133016627,,,,,,,
0.48822800495662955,0.394,0.6393013100436681,blip2-flan-t5-xxl,0.6416938110749185,197-303-535-110,4_prompt,False,3,,,,,,,,,,,,,,,,,,,275,100,,,,,,,,,,,,,,,,,,,58,9,,,,,,,,,,,,,,,,,,,125,55,,,,,,,,,,,,,,,,,,,59,33,,,,,,,,,,,,,,,,,,,628,535,,0.48822800495662955,,,,,,0.48822800495662955,,,,,,,
0.485981308411215,0.4306418219461698,0.6157205240174672,blip2-flan-t5-xxl,0.5576407506702413,208-275-497-165,4_prompt,False,2,,,,,,,,,,,,,,,,,,,275,111,,,,,,,,,,,,,,,,,,,58,7,,,,,,,,,,,,,,,,,,,125,58,,,,,,,,,,,,,,,,,,,59,32,,,,,,,,,,,,,,,,,,,628,497,,0.485981308411215,,,,,,0.485981308411215,,,,,,,
0.499359795134443,0.39314516129032256,0.6585152838427948,blip2-flan-t5-xxl,0.6842105263157895,195-301-559-90,4_prompt,False,1,,,,,,,,,,,,,,,,,,,275,100,,,,,,,,,,,,,,,,,,,58,6,,,,,,,,,,,,,,,,,,,125,55,,,,,,,,,,,,,,,,,,,59,34,,,,,,,,,,,,,,,,,,,628,559,,0.499359795134443,,,,,,0.499359795134443,,,,,,,
0.5592105263157895,0.5214723926380368,0.6489082969432315,blip2-flan-t5-xxl,0.6028368794326241,255-234-488-168,4_prompt,False,0,,,,,,,,,,,,,,,,,,,275,158,,,,,,,,,,,,,,,,,,,58,1,,,,,,,,,,,,,,,,,,,125,61,,,,,,,,,,,,,,,,,,,59,35,,,,,,,,,,,,,,,,,,,628,488,,0.5592105263157895,,,,,,0.5592105263157895,,,,,,,
0.4717208182912154,0.39436619718309857,0.616593886462882,blip2-flan-t5-xxl,0.5868263473053892,196-301-510-138,4_prompt,True,5,,,,,,,,,275,106,,,,,,,,,,,,,,,,,,,58,8,,,,,,,,,,,,,,,,,,,125,52,,,,,,,,,,,,,,,,,,,59,30,,,,,,,,,,,,,,,,,,,628,510,,,,,,,,,,,,,,,,,,,0.4717208182912154,,,,,,
0.4496124031007752,0.34523809523809523,0.6279475982532751,blip2-flan-t5-xxl,0.6444444444444445,174-330-545-96,4_prompt,True,4,,,,,,,,,275,92,,,,,,,,,,,,,,,,,,,58,4,,,,,,,,,,,,,,,,,,,125,50,,,,,,,,,,,,,,,,,,,59,28,,,,,,,,,,,,,,,,,,,628,545,,,,,,,,,,,,,,,,,,,0.4496124031007752,,,,,,
