f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person0_promptTrue,acc_met_person0_promptTrue,ent_met_person1_promptTrue,acc_met_person1_promptTrue,ent_met_person2_promptTrue,acc_met_person2_promptTrue,ent_met_person3_promptTrue,acc_met_person3_promptTrue,ent_met_person4_promptTrue,acc_met_person4_promptTrue,ent_met_person0_promptFalse,acc_met_person0_promptFalse,ent_met_person1_promptFalse,acc_met_person1_promptFalse,ent_met_person2_promptFalse,acc_met_person2_promptFalse,ent_met_person3_promptFalse,acc_met_person3_promptFalse,ent_met_person4_promptFalse,acc_met_person4_promptFalse,ent_met_misceallonous0_promptTrue,acc_met_misceallonous0_promptTrue,ent_met_misceallonous1_promptTrue,acc_met_misceallonous1_promptTrue,ent_met_misceallonous2_promptTrue,acc_met_misceallonous2_promptTrue,ent_met_misceallonous3_promptTrue,acc_met_misceallonous3_promptTrue,ent_met_misceallonous4_promptTrue,acc_met_misceallonous4_promptTrue,ent_met_misceallonous0_promptFalse,acc_met_misceallonous0_promptFalse,ent_met_misceallonous1_promptFalse,acc_met_misceallonous1_promptFalse,ent_met_misceallonous2_promptFalse,acc_met_misceallonous2_promptFalse,ent_met_misceallonous3_promptFalse,acc_met_misceallonous3_promptFalse,ent_met_misceallonous4_promptFalse,acc_met_misceallonous4_promptFalse,ent_met_organization0_promptTrue,acc_met_organization0_promptTrue,ent_met_organization1_promptTrue,acc_met_organization1_promptTrue,ent_met_organization2_promptTrue,acc_met_organization2_promptTrue,ent_met_organization3_promptTrue,acc_met_organization3_promptTrue,ent_met_organization4_promptTrue,acc_met_organization4_promptTrue,ent_met_organization0_promptFalse,acc_met_organization0_promptFalse,ent_met_organization1_promptFalse,acc_met_organization1_promptFalse,ent_met_organization2_promptFalse,acc_met_organization2_promptFalse,ent_met_organization3_promptFalse,acc_met_organization3_promptFalse,ent_met_organization4_promptFalse,acc_met_organization4_promptFalse,ent_met_location0_promptTrue,acc_met_location0_promptTrue,ent_met_location1_promptTrue,acc_met_location1_promptTrue,ent_met_location2_promptTrue,acc_met_location2_promptTrue,ent_met_location3_promptTrue,acc_met_location3_promptTrue,ent_met_location4_promptTrue,acc_met_location4_promptTrue,ent_met_location0_promptFalse,acc_met_location0_promptFalse,ent_met_location1_promptFalse,acc_met_location1_promptFalse,ent_met_location2_promptFalse,acc_met_location2_promptFalse,ent_met_location3_promptFalse,acc_met_location3_promptFalse,ent_met_location4_promptFalse,acc_met_location4_promptFalse,ent_met_none0_promptTrue,acc_met_none0_promptTrue,ent_met_none1_promptTrue,acc_met_none1_promptTrue,ent_met_none2_promptTrue,acc_met_none2_promptTrue,ent_met_none3_promptTrue,acc_met_none3_promptTrue,ent_met_none4_promptTrue,acc_met_none4_promptTrue,ent_met_none0_promptFalse,acc_met_none0_promptFalse,ent_met_none1_promptFalse,acc_met_none1_promptFalse,ent_met_none2_promptFalse,acc_met_none2_promptFalse,ent_met_none3_promptFalse,acc_met_none3_promptFalse,ent_met_none4_promptFalse,acc_met_none4_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse
0.10999999999999999,0.1437908496732026,0.34074074074074073,opt-2.7b,0.08906882591093117,44-262-324-450,3_prompt,False,3,,,,,,,,,,,,,,,,,157,19,,,,,,,,,,,,,,,,,,,54,3,,,,,,,,,,,,,,,,,,,72,6,,,,,,,,,,,,,,,,,,,123,16,,,,,,,,,,,,,,,,,,,674,324,,,,,,0.10999999999999999,
0.08368200836820083,0.09404388714733543,0.39166666666666666,opt-2.7b,0.07537688442211055,30-289-393-368,3_prompt,False,2,,,,,,,,,,,,,,,,,157,11,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,5,,,,,,,,,,,,,,,,,,,123,13,,,,,,,,,,,,,,,,,,,674,393,,,,,,0.08368200836820083,
0.06804733727810651,0.06906906906906907,0.4166666666666667,opt-2.7b,0.06705539358600583,23-310-427-320,3_prompt,False,1,,,,,,,,,,,,,,,,,157,9,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,3,,,,,,,,,,,,,,,,,,,123,10,,,,,,,,,,,,,,,,,,,674,427,,,,,,0.06804733727810651,
0.038910505836575876,0.026954177897574125,0.5425925925925926,opt-2.7b,0.06993006993006994,10-361-576-133,3_prompt,False,0,,,,,,,,,,,,,,,,,157,5,,,,,,,,,,,,,,,,,,,54,0,,,,,,,,,,,,,,,,,,,72,1,,,,,,,,,,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,674,576,,,,,,0.038910505836575876,
0.12738853503184713,0.1592356687898089,0.36574074074074076,opt-2.7b,0.10615711252653928,50-264-345-421,1_prompt,False,5,,,,,,,,,,,,,157,23,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,8,,,,,,,,,,,,,,,,,,,123,17,,,,,,,,,,,,,,,,,,,674,345,,,,,,,,,,,0.12738853503184713
0.06030150753768845,0.08695652173913043,0.3074074074074074,opt-2.7b,0.046153846153846156,24-252-308-496,1_prompt,False,4,,,,,,,,,,,,,157,10,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,2,,,,,,,,,,,,,,,,,,,123,11,,,,,,,,,,,,,,,,,,,674,308,,,,,,,,,,,0.06030150753768845
0.09382716049382715,0.13380281690140844,0.32037037037037036,opt-2.7b,0.07224334600760456,38-246-308-488,1_prompt,False,3,,,,,,,,,,,,,157,9,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,8,,,,,,,,,,,,,,,,,,,123,19,,,,,,,,,,,,,,,,,,,674,308,,,,,,,,,,,0.09382716049382715
0.0935672514619883,0.14814814814814814,0.2824074074074074,opt-2.7b,0.06837606837606838,40-230-265-545,1_prompt,False,2,,,,,,,,,,,,,157,15,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,7,,,,,,,,,,,,,,,,,,,123,16,,,,,,,,,,,,,,,,,,,674,265,,,,,,,,,,,0.0935672514619883
0.05772495755517827,0.04927536231884058,0.4861111111111111,opt-2.7b,0.06967213114754098,17-328-508-227,1_prompt,False,1,,,,,,,,,,,,,157,5,,,,,,,,,,,,,,,,,,,54,0,,,,,,,,,,,,,,,,,,,72,2,,,,,,,,,,,,,,,,,,,123,10,,,,,,,,,,,,,,,,,,,674,508,,,,,,,,,,,0.05772495755517827
0.03246753246753247,0.029850746268656716,0.44814814814814813,opt-2.7b,0.03558718861209965,10-325-474-271,1_prompt,False,0,,,,,,,,,,,,,157,3,,,,,,,,,,,,,,,,,,,54,0,,,,,,,,,,,,,,,,,,,72,2,,,,,,,,,,,,,,,,,,,123,5,,,,,,,,,,,,,,,,,,,674,474,,,,,,,,,,,0.03246753246753247
