,False_0,False_1,False_2,False_3,False_4,False_5,False_6,False_7,False_8,prompt
flamingo,0.12108108108108105,0,0.006279434850863423,0.012477718360071301,0.014440433212996389,0.011676396997497916,0.013651877133105802,0.015579357351509249,0.011637572734829594,3
flamingo,0.12237762237762237,0.001519756838905775,0.018447348193697158,0.02093397745571659,0.017432646592709985,0.017174082747853238,0.017614091273018415,0.02680965147453083,0.009353078721745909,4
flamingo,0.16872037914691942,0.001518602885345482,0.018504240555127213,0.024057738572574178,0.03167062549485353,0.02177293934681182,0.028548770816812057,0.034752389226759335,0.0234192037470726,5
flan-t5-xxl,0.3890641430073607,0.3839835728952772,0.429193899782135,0.43924191750278707,0.44063926940639275,0.4412416851441242,0.4280936454849498,0.4298440979955457,0.4259055982436883,1
flan-t5-xxl,0.5098554533508541,0.5362694300518134,0.5452162516382701,0.5471447543160691,0.5546666666666668,0.5402597402597402,0.5435630689206762,0.535575679172057,0.5319693094629157,2
flan-t5-xxl,0.47863247863247865,0.4781609195402299,0.5254027261462206,0.5219573400250941,0.5319693094629157,0.5097087378640777,0.5122549019607843,0.5133171912832929,0.5077844311377246,3
flan-t5-xxl,0.5012406947890818,0.5104808877928484,0.5360824742268041,0.5478374836173001,0.549800796812749,0.529262086513995,0.5282051282051282,0.5358974358974359,0.5220680958385876,4
flan-t5-xxl,0.5167095115681234,0.5311720698254364,0.5440414507772021,0.5492772667542707,0.5568942436412316,0.545691906005222,0.545691906005222,0.5403329065300896,0.5345268542199488,5
blip2-opt-2.7b,0,0.00791295746785361,0.0030959752321981426,0,0,0.004291845493562231,0.0062959076600209865,0.01084010840108401,0.008787346221441126,1
blip2-opt-2.7b,0,0.011111111111111112,0,0.002628120893561104,0.006833712984054669,0.008016032064128258,0.005870841487279844,0.0020876826722338207,0.004077471967380225,2
blip2-opt-2.7b,0,0.012077294685990338,0,0.005256241787122208,0.006586169045005488,0.003626473254759746,0.0017699115044247785,0.00364963503649635,0.0037105751391465678,3
blip2-opt-2.7b,0,0.007263922518159806,0,0,0.00271370420624152,0.0020876826722338207,0.007633587786259543,0.005649717514124295,0.011070110701107012,4
blip2-opt-2.7b,0.011834319526627217,0.009153318077803205,0,0,0,0.004098360655737706,0.012903225806451613,0.007881773399014778,0.017094017094017092,5
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,1
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,2
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,3
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,4
longformer-base-4096-finetuned-squadv2,0.005037783375314861,NA,NA,NA,NA,NA,NA,NA,NA,5
blip2-opt-6.7b,0.006269592476489028,0.009295120061967466,0.03319502074688797,0.04869565217391304,0.06187290969899665,0.06660823838737949,0.08167330677290836,0.05945303210463733,0.01729106628242075,1
blip2-opt-6.7b,0.03287671232876713,0.017973856209150325,0.04869251577998196,0.10583941605839416,0.10687022900763359,0.10097087378640777,0.11441144114411442,0.07857142857142858,0.0330827067669173,2
blip2-opt-6.7b,0.012461059190031154,0.012976480129764798,0.04384485666104553,0.09361702127659573,0.07726075504828797,0.06331471135940409,0.0758082497212932,0.04946996466431095,0.021439509954058196,3
blip2-opt-6.7b,0.06024096385542168,0.0077459333849728895,0.031959629941127,0.0687960687960688,0.09136212624584718,0.0693950177935943,0.08171206225680934,0.053302433371958294,0.0077972709551656924,4
blip2-opt-6.7b,0.1277777777777778,0.00936768149882904,0.03996669442131557,0.13700918964076858,0.13522537562604342,0.13717188823031332,0.14519056261343014,0.15638766519823788,0.045662100456621,5
fromage,0.03269754768392371,0.00306044376434583,0.025216706067769896,0.055205047318611984,0.056818181818181816,0.0547945205479452,0.06419753086419754,0.047244094488188976,0.041322314049586785,1
fromage,0.06286836935166994,0.0109204368174727,0.04948124501197127,0.09003215434083602,0.0933786078098472,0.08907563025210083,0.11267605633802816,0.10666666666666669,0.088,2
fromage,0.04456824512534818,0.013964313421256787,0.03858520900321543,0.07484076433121019,0.07305194805194805,0.0644095788604459,0.09067579127459367,0.09714285714285716,0.0677361853832442,3
fromage,0.06970509383378017,0.0030441400304414,0.04003079291762894,0.08500772797527048,0.0808080808080808,0.07739938080495355,0.10112359550561797,0.0761904761904762,0.06125827814569536,4
fromage,0.24839400428265523,0.004576659038901602,0.045977011494252866,0.10054137664346482,0.10248447204968944,0.10739299610894942,0.12779552715654952,0.11662315056570931,0.08703071672354949,5
