,False_0,False_1,False_2,False_3,False_4,False_5,False_6,False_7,False_8,prompt
bert-large-uncased-whole-word-masking-squad2,0.1091581868640148,NA,NA,NA,NA,NA,NA,NA,NA,5
mplug-owl-llama-7b-ft,0.28571428571428575,0.23576691225720023,0.2850853054485416,0.2667398463227223,0.2775061124694376,0.29039548022598866,0.30077945896377806,0.2898550724637682,0.3183556405353729,1
mplug-owl-llama-7b-ft,0.2658326817826427,0.31305375073833425,0.30006357279084556,0.30416415208207603,0.31052631578947365,0.3128760529482551,0.3127199597787833,0.3120429058995612,0.31866464339908956,2
mplug-owl-llama-7b-ft,0.2246376811594203,0.25770653514180025,0.2692307692307692,0.26706231454005935,0.27820512820512816,0.2865853658536585,0.2852744997434582,0.2787878787878788,0.30116648992576883,3
mplug-owl-llama-7b-ft,0.27380125086865875,0.2733245729303548,0.3031847133757962,0.3126994256541161,0.2870493991989319,0.30528375733855184,0.3361884368308351,0.3230452674897119,0.33712737127371273,4
mplug-owl-llama-7b-ft,0.28445747800586507,0.2905982905982906,0.3141564318034906,0.3106159895150721,0.29852838121934133,0.32856169052488066,0.3335256780150029,0.33717737506864354,0.3356009070294784,5
flan-t5-xl,0.530426884650318,0.5027624309392265,0.5009746588693957,0.5076923076923077,0.49756097560975604,0.47892376681614346,0.49460431654676257,0.4772117962466487,0.4716471647164716,1
flan-t5-xl,0.4790011350737798,0.4978260869565217,0.5078651685393258,0.5208791208791208,0.5239687848383501,0.5126582278481012,0.5150571131879542,0.5182101977107181,0.5056065239551478,2
flan-t5-xl,0.5279503105590062,0.4948875255623722,0.5197860962566845,0.5322069693769799,0.5157894736842106,0.4948453608247423,0.48692515779981965,0.5013979496738118,0.47575480329368713,3
flan-t5-xl,0.5500982318271119,0.5087040618955513,0.5201612903225806,0.5312820512820513,0.522279792746114,0.4976348155156102,0.4971751412429378,0.49387370405278036,0.48301886792452836,4
flan-t5-xl,0.46899661781285223,0.5180467091295117,0.5027563395810364,0.4897518878101403,0.47754654983570644,0.466,0.49438202247191015,0.4934010152284264,0.472986748216106,5
llama-7b-hf,0.24900662251655625,0.21335078534031418,0.2667534157449577,0.2415143603133159,0.24675324675324675,0.2665799739921977,0.30609057782404997,0.32175307322287544,0.3198707592891761,1
llama-7b-hf,0.1611154144074361,0.24879725085910653,0.3022959183673469,0.2945838837516513,0.2943495400788437,0.30789648307896483,0.3073684210526316,0.3222591362126246,0.3185550082101806,2
llama-7b-hf,0.16262482168330955,0.22963951935914553,0.2654639175257732,0.2471042471042471,0.2697068403908795,0.2833008447043535,0.29040805511393747,0.30709101060859856,0.30273224043715846,3
llama-7b-hf,0.26244952893674295,0.26298487836949375,0.30032362459546924,0.29404145077720206,0.30226364846870835,0.3111702127659574,0.3310810810810811,0.32716763005780347,0.3423529411764706,4
llama-7b-hf,0.25035360678925034,0.2641509433962264,0.31011826544021026,0.3028263795423957,0.30925050641458474,0.32501685772083616,0.3537091988130564,0.33833233353329334,0.3450746268656717,5
opt-6.7b,0,0.12731310140636565,0.20866141732283464,0.156479217603912,0.20614596670934698,0.22222222222222224,0.19457436856875585,0.21685927940176747,0.19510603588907016,1
opt-6.7b,0,0.10444271239282929,0.20373027259684362,0.13368630046326938,0.20028011204481797,0.18635363169479088,0.22389380530973452,0.2408376963350785,0.23690205011389523,2
opt-6.7b,0,0.09523809523809523,0.18143459915611815,0.1301038062283737,0.19121813031161475,0.17941176470588235,0.21859850154252974,0.22496691662990737,0.21936668196420375,3
opt-6.7b,0.003289473684210526,0.13559322033898305,0.2208672086720867,0.16699539776462852,0.22498274672187715,0.231622746185853,0.2303921568627451,0.26364399664147775,0.234472049689441,4
opt-6.7b,0.0033003300330033004,0.13312693498452013,0.20055710306406688,0.16828478964401294,0.22537207654145996,0.21745152354570635,0.23862002874940108,0.27029563585171285,0.2345838723587753,5
flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
flan-t5-xxl,0.4086642599277978,0.39277978339350184,0.45374449339207057,0.44527177959791514,0.4239290989660266,0.3976861894432393,0.39120879120879115,0.4349710982658959,0.4254703328509407,1
flan-t5-xxl,0.5157894736842105,0.5240253853127833,0.5284339457567804,0.5327354260089687,0.522887323943662,0.47720364741641336,0.5379426644182125,0.5384615384615384,0.5189363416599515,2
flan-t5-xxl,0.47460197119029573,0.4845679012345679,0.4817073170731707,0.494488188976378,0.48379804069329313,0.4825538233110616,0.5075528700906345,0.515890613451589,0.49630723781388486,3
flan-t5-xxl,0.4471428571428572,0.4739622641509434,0.4904507257448434,0.4843391902215432,0.4774980930587338,0.48406676783004554,0.504266873545384,0.5079847908745247,0.5022761760242792,4
flan-t5-xxl,0.4558938329430133,0.4592240696753761,0.488562091503268,0.4810941271118262,0.48559670781893,0.4667176740627391,0.5122749590834696,0.5052461662631154,0.5164394546912591,5
blip2-opt-2.7b,0.03125,0.15993121238177127,0.022377622377622378,0.056179775280898875,0.14181438998957246,0.1791907514450867,0.208029197080292,0.22546161321671526,0.19241443108233117,1
blip2-opt-2.7b,0.011611030478955007,0.15209790209790208,0.020477815699658702,0.052401746724890834,0.040313549832026875,0.06935123042505593,0.13716404077849859,0.17996289424860853,0.17530631479736097,2
blip2-opt-2.7b,0.009493670886075948,0.14581607290803647,0.055741360089186176,0.07454739084132055,0.07205240174672489,0.12550607287449392,0.1792369121561668,0.17137476459510356,0.18864468864468864,3
blip2-opt-2.7b,0.009615384615384616,0.17501988862370724,0.09868421052631578,0.10189810189810192,0.17897480451781062,0.17781851512373967,0.2276150627615063,0.25335570469798663,0.2445193929173693,4
blip2-opt-2.7b,0.015625,0.15829787234042555,0.016241299303944315,0.08757637474541752,0.1115702479338843,0.14836795252225518,0.2001696352841391,0.23903697334479793,0.2439446366782007,5
longformer-base-4096-finetuned-squadv2,0.015408320493066256,NA,NA,NA,NA,NA,NA,NA,NA,1
longformer-base-4096-finetuned-squadv2,0.009508716323296355,NA,NA,NA,NA,NA,NA,NA,NA,2
longformer-base-4096-finetuned-squadv2,0.012195121951219513,NA,NA,NA,NA,NA,NA,NA,NA,3
longformer-base-4096-finetuned-squadv2,0.010825439783491205,NA,NA,NA,NA,NA,NA,NA,NA,4
longformer-base-4096-finetuned-squadv2,0.012012012012012014,NA,NA,NA,NA,NA,NA,NA,NA,5
blip2-opt-6.7b,0.003284072249589491,0.2154696132596685,0.2576847612818836,0.25346534653465347,0.28346456692913385,0.2845953002610966,0.2083644510828977,0.203525108081144,0.14559225752156532,1
blip2-opt-6.7b,0,0.20132255694342394,0.23994452149791956,0.22318214542836573,0.25602202339986235,0.27842866988283943,0.2688990360223237,0.2845055526176626,0.22774970851146523,2
blip2-opt-6.7b,0,0.20538243626062325,0.24848075624577987,0.2263374485596708,0.2669376693766938,0.27027027027027023,0.2796352583586626,0.2761341222879684,0.22523219814241488,3
blip2-opt-6.7b,0.003311258278145696,0.23055162659123057,0.26474442988204455,0.2686170212765957,0.28761651131824234,0.29368770764119606,0.23405088062622315,0.24426877470355732,0.1916915557969047,4
blip2-opt-6.7b,0.006578947368421052,0.21710999281092738,0.24814565070802427,0.2573179033356025,0.2958418541240627,0.29554655870445345,0.2575416479063485,0.26366291197329994,0.20074992789154888,5
fromage,0,0.20901639344262296,0.2365172189733593,0.23270055113288426,0.26240208877284593,0.2443804034582132,0.20743639921722112,0.22404844290657439,0.19649874955341193,1
fromage,0.014201183431952664,0.16348773841961853,0.19895968790637192,0.20157068062827224,0.22902796271637815,0.21395348837209302,0.20525783619817997,0.243048403707518,0.20261754726127004,2
fromage,0,0.1561643835616438,0.18675496688741722,0.198270126413839,0.21643286573146292,0.21653543307086615,0.21359223300970873,0.25295508274231676,0.22222222222222224,3
fromage,0.014836795252225518,0.19999999999999998,0.203921568627451,0.2276621787025704,0.25960264900662255,0.2693298969072165,0.23053233611966564,0.2346137959520859,0.21344165435745935,4
fromage,0.02002503128911139,0.20473537604456823,0.20694171578258022,0.22126081582200244,0.261744966442953,0.2603550295857988,0.21614802354920104,0.25123818099954975,0.2225668863900737,5
