	False_0	False_1	False_2	False_3	False_4
0	0.012944983818770225	0.0875763747454175	0.30769230769230765	0.3330775134305449	0.2827476038338658
1	0	0.06673407482305359	0.23177570093457944	0.3165905631659056	0.2672566371681416
2	NA	NA	NA	NA	NA
3	NA	NA	NA	NA	NA
4	NA	NA	NA	NA	NA
