f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person0_promptTrue,acc_met_person0_promptTrue,ent_met_person1_promptTrue,acc_met_person1_promptTrue,ent_met_person2_promptTrue,acc_met_person2_promptTrue,ent_met_person3_promptTrue,acc_met_person3_promptTrue,ent_met_person4_promptTrue,acc_met_person4_promptTrue,ent_met_person0_promptFalse,acc_met_person0_promptFalse,ent_met_person1_promptFalse,acc_met_person1_promptFalse,ent_met_person2_promptFalse,acc_met_person2_promptFalse,ent_met_person3_promptFalse,acc_met_person3_promptFalse,ent_met_person4_promptFalse,acc_met_person4_promptFalse,ent_met_misceallonous0_promptTrue,acc_met_misceallonous0_promptTrue,ent_met_misceallonous1_promptTrue,acc_met_misceallonous1_promptTrue,ent_met_misceallonous2_promptTrue,acc_met_misceallonous2_promptTrue,ent_met_misceallonous3_promptTrue,acc_met_misceallonous3_promptTrue,ent_met_misceallonous4_promptTrue,acc_met_misceallonous4_promptTrue,ent_met_misceallonous0_promptFalse,acc_met_misceallonous0_promptFalse,ent_met_misceallonous1_promptFalse,acc_met_misceallonous1_promptFalse,ent_met_misceallonous2_promptFalse,acc_met_misceallonous2_promptFalse,ent_met_misceallonous3_promptFalse,acc_met_misceallonous3_promptFalse,ent_met_misceallonous4_promptFalse,acc_met_misceallonous4_promptFalse,ent_met_organization0_promptTrue,acc_met_organization0_promptTrue,ent_met_organization1_promptTrue,acc_met_organization1_promptTrue,ent_met_organization2_promptTrue,acc_met_organization2_promptTrue,ent_met_organization3_promptTrue,acc_met_organization3_promptTrue,ent_met_organization4_promptTrue,acc_met_organization4_promptTrue,ent_met_organization0_promptFalse,acc_met_organization0_promptFalse,ent_met_organization1_promptFalse,acc_met_organization1_promptFalse,ent_met_organization2_promptFalse,acc_met_organization2_promptFalse,ent_met_organization3_promptFalse,acc_met_organization3_promptFalse,ent_met_organization4_promptFalse,acc_met_organization4_promptFalse,ent_met_location0_promptTrue,acc_met_location0_promptTrue,ent_met_location1_promptTrue,acc_met_location1_promptTrue,ent_met_location2_promptTrue,acc_met_location2_promptTrue,ent_met_location3_promptTrue,acc_met_location3_promptTrue,ent_met_location4_promptTrue,acc_met_location4_promptTrue,ent_met_location0_promptFalse,acc_met_location0_promptFalse,ent_met_location1_promptFalse,acc_met_location1_promptFalse,ent_met_location2_promptFalse,acc_met_location2_promptFalse,ent_met_location3_promptFalse,acc_met_location3_promptFalse,ent_met_location4_promptFalse,acc_met_location4_promptFalse,ent_met_none0_promptTrue,acc_met_none0_promptTrue,ent_met_none1_promptTrue,acc_met_none1_promptTrue,ent_met_none2_promptTrue,acc_met_none2_promptTrue,ent_met_none3_promptTrue,acc_met_none3_promptTrue,ent_met_none4_promptTrue,acc_met_none4_promptTrue,ent_met_none0_promptFalse,acc_met_none0_promptFalse,ent_met_none1_promptFalse,acc_met_none1_promptFalse,ent_met_none2_promptFalse,acc_met_none2_promptFalse,ent_met_none3_promptFalse,acc_met_none3_promptFalse,ent_met_none4_promptFalse,acc_met_none4_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptFalse,f_score0_promptTrue,f_score4_promptFalse,f_score4_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score3_promptFalse,f_score3_promptTrue,f_score1_promptFalse,f_score1_promptTrue,f_score0_promptFalse,f_score0_promptTrue,f_score4_promptFalse,f_score4_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score3_promptFalse,f_score3_promptTrue,f_score1_promptFalse,f_score1_promptTrue
0.11469534050179211,0.0622568093385214,0.5685589519650655,blip2-flan-t5-xl,0.7272727272727273,32-482-619-12,2_prompt,True,5,,,,,275,14,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,6,,,,,,,,,,,,,,,,,,,59,9,,,,,,,,,,,,,,,,,,,628,619,,,,,,,,,,,,,,,,,,,,,,,,,0.11469534050179211,,,,,,,,,,0.11469534050179211,,,,
0.22296173044925122,0.13111545988258316,0.5921397379912664,blip2-flan-t5-xl,0.7444444444444445,67-444-611-23,2_prompt,True,4,,,,,275,37,,,,,,,,,,,,,,,,,,,58,2,,,,,,,,,,,,,,,,,,,125,15,,,,,,,,,,,,,,,,,,,59,13,,,,,,,,,,,,,,,,,,,628,611,,,,,,,,,,,,,,,,,,,,,,,,,0.22296173044925122,,,,,,,,,,0.22296173044925122,,,,
0.31336405529953915,0.20039292730844793,0.6096069868995633,blip2-flan-t5-xl,0.7183098591549296,102-407-596-40,2_prompt,True,3,,,,,275,62,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,19,,,,,,,,,,,,,,,,,,,59,18,,,,,,,,,,,,,,,,,,,628,596,,,,,,,,,,,,,,,,,,,,,,,,,0.31336405529953915,,,,,,,,,,0.31336405529953915,,,,
0.4214992927864215,0.29740518962075846,0.6427947598253275,blip2-flan-t5-xl,0.7233009708737864,149-352-587-57,2_prompt,True,2,,,,,275,101,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,26,,,,,,,,,,,,,,,,,,,59,19,,,,,,,,,,,,,,,,,,,628,587,,,,,,,,,,,,,,,,,,,,,,,,,0.4214992927864215,,,,,,,,,,0.4214992927864215,,,,
0.5100830367734283,0.4405737704918033,0.6393013100436681,blip2-flan-t5-xl,0.6056338028169014,215-273-517-140,2_prompt,True,1,,,,,275,140,,,,,,,,,,,,,,,,,,,58,8,,,,,,,,,,,,,,,,,,,125,42,,,,,,,,,,,,,,,,,,,59,25,,,,,,,,,,,,,,,,,,,628,517,,,,,,,,,,,,,,,,,,,,,,,,,0.5100830367734283,,,,,,,,,,0.5100830367734283,,,,
0.5358090185676392,0.40643863179074446,0.6943231441048034,blip2-flan-t5-xl,0.7859922178988327,202-295-593-55,2_prompt,True,0,,,,,275,150,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,27,,,,,,,,,,,,,,,,,,,59,25,,,,,,,,,,,,,,,,,,,628,593,,,,,,,,,,,,,,,,,,,,,,,,,0.5358090185676392,,,,,,,,,,0.5358090185676392,,,,
0.34690799396681754,0.22549019607843138,0.6218340611353712,blip2-flan-t5-xl,0.7516339869281046,115-395-597-38,3_prompt,False,5,,,,,,,,,,,,,,,,,275,78,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,16,,,,,,,,,,,,,,,,,,,59,18,,,,,,,,,,,,,,,,,,,628,597,,,,,,0.34690799396681754,,,,,,,,0.34690799396681754,,,,,,,,,,0.34690799396681754,,,
0.42836879432624114,0.2978303747534517,0.6480349344978166,blip2-flan-t5-xl,0.7626262626262627,151-356-591-47,3_prompt,False,4,,,,,,,,,,,,,,,,,275,103,,,,,,,,,,,,,,,,,,,58,5,,,,,,,,,,,,,,,,,,,125,25,,,,,,,,,,,,,,,,,,,59,18,,,,,,,,,,,,,,,,,,,628,591,,,,,,0.42836879432624114,,,,,,,,0.42836879432624114,,,,,,,,,,0.42836879432624114,,,
0.46594005449591286,0.34063745019920316,0.6576419213973799,blip2-flan-t5-xl,0.7370689655172413,171-331-582-61,3_prompt,False,3,,,,,,,,,,,,,,,,,275,115,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,32,,,,,,,,,,,,,,,,,,,59,21,,,,,,,,,,,,,,,,,,,628,582,,,,,,0.46594005449591286,,,,,,,,0.46594005449591286,,,,,,,,,,0.46594005449591286,,,
0.539568345323741,0.45546558704453444,0.6646288209606986,blip2-flan-t5-xl,0.6617647058823529,225-269-536-115,3_prompt,False,2,,,,,,,,,,,,,,,,,275,142,,,,,,,,,,,,,,,,,,,58,6,,,,,,,,,,,,,,,,,,,125,46,,,,,,,,,,,,,,,,,,,59,31,,,,,,,,,,,,,,,,,,,628,536,,,,,,0.539568345323741,,,,,,,,0.539568345323741,,,,,,,,,,0.539568345323741,,,
0.5490605427974948,0.5400410677618069,0.622707423580786,blip2-flan-t5-xl,0.5583864118895966,263-224-450-208,3_prompt,False,1,,,,,,,,,,,,,,,,,275,163,,,,,,,,,,,,,,,,,,,58,8,,,,,,,,,,,,,,,,,,,125,59,,,,,,,,,,,,,,,,,,,59,33,,,,,,,,,,,,,,,,,,,628,450,,,,,,0.5490605427974948,,,,,,,,0.5490605427974948,,,,,,,,,,0.5490605427974948,,,
0.5813953488372092,0.44031311154598823,0.7170305676855895,blip2-flan-t5-xl,0.8555133079847909,225-286-596-38,3_prompt,False,0,,,,,,,,,,,,,,,,,275,163,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,35,,,,,,,,,,,,,,,,,,,59,27,,,,,,,,,,,,,,,,,,,628,596,,,,,,0.5813953488372092,,,,,,,,0.5813953488372092,,,,,,,,,,0.5813953488372092,,,
0.3538461538461538,0.224609375,0.6331877729257642,blip2-flan-t5-xl,0.8333333333333334,115-397-610-23,3_prompt,True,5,,,,,,,275,79,,,,,,,,,,,,,,,,,,,58,2,,,,,,,,,,,,,,,,,,,125,16,,,,,,,,,,,,,,,,,,,59,18,,,,,,,,,,,,,,,,,,,628,610,,,,,,,,,,,,,,,,,,,,,,,,,0.3538461538461538,,,,,,,,,,0.3538461538461538,,
0.44101123595505615,0.3102766798418972,0.6524017467248908,blip2-flan-t5-xl,0.7621359223300971,157-349-590-49,3_prompt,True,4,,,,,,,275,107,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,28,,,,,,,,,,,,,,,,,,,59,19,,,,,,,,,,,,,,,,,,,628,590,,,,,,,,,,,,,,,,,,,,,,,,,0.44101123595505615,,,,,,,,,,0.44101123595505615,,
0.44943820224719094,0.31746031746031744,0.6576419213973799,blip2-flan-t5-xl,0.7692307692307693,160-344-593-48,3_prompt,True,3,,,,,,,275,110,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,26,,,,,,,,,,,,,,,,,,,59,21,,,,,,,,,,,,,,,,,,,628,593,,,,,,,,,,,,,,,,,,,,,,,,,0.44943820224719094,,,,,,,,,,0.44943820224719094,,
0.5379665379665379,0.4171656686626746,0.6864628820960699,blip2-flan-t5-xl,0.7572463768115942,209-292-577-67,3_prompt,True,2,,,,,,,275,137,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,41,,,,,,,,,,,,,,,,,,,59,28,,,,,,,,,,,,,,,,,,,628,577,,,,,,,,,,,,,,,,,,,,,,,,,0.5379665379665379,,,,,,,,,,0.5379665379665379,,
0.5485029940119761,0.4663951120162933,0.6707423580786026,blip2-flan-t5-xl,0.6656976744186046,229-262-539-115,3_prompt,True,1,,,,,,,275,150,,,,,,,,,,,,,,,,,,,58,6,,,,,,,,,,,,,,,,,,,125,45,,,,,,,,,,,,,,,,,,,59,28,,,,,,,,,,,,,,,,,,,628,539,,,,,,,,,,,,,,,,,,,,,,,,,0.5485029940119761,,,,,,,,,,0.5485029940119761,,
0.5658914728682171,0.43538767395626243,0.7065502183406114,blip2-flan-t5-xl,0.8081180811808119,219-284-590-52,3_prompt,True,0,,,,,,,275,153,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,38,,,,,,,,,,,,,,,,,,,59,28,,,,,,,,,,,,,,,,,,,628,590,,,,,,,,,,,,,,,,,,,,,,,,,0.5658914728682171,,,,,,,,,,0.5658914728682171,,
0.12078152753108348,0.06614785992217899,0.5676855895196506,blip2-flan-t5-xl,0.6938775510204082,34-480-616-15,1_prompt,False,5,,,,,,,,,,,,,275,14,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,5,,,,,,,,,,,,,,,,,,,59,12,,,,,,,,,,,,,,,,,,,628,616,,,,,,,,,,,0.12078152753108348,,,,,,,,,0.12078152753108348,,,,,,,,,,0.12078152753108348,
0.1867572156196944,0.10784313725490197,0.5816593886462882,blip2-flan-t5-xl,0.6962025316455697,55-455-611-24,1_prompt,False,4,,,,,,,,,,,,,275,28,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,125,10,,,,,,,,,,,,,,,,,,,59,14,,,,,,,,,,,,,,,,,,,628,611,,,,,,,,,,,0.1867572156196944,,,,,,,,,0.1867572156196944,,,,,,,,,,0.1867572156196944,
0.23255813953488375,0.13725490196078433,0.5965065502183406,blip2-flan-t5-xl,0.7608695652173914,70-440-613-22,1_prompt,False,3,,,,,,,,,,,,,275,39,,,,,,,,,,,,,,,,,,,58,1,,,,,,,,,,,,,,,,,,,125,15,,,,,,,,,,,,,,,,,,,59,15,,,,,,,,,,,,,,,,,,,628,613,,,,,,,,,,,0.23255813953488375,,,,,,,,,0.23255813953488375,,,,,,,,,,0.23255813953488375,
0.36060606060606065,0.23333333333333334,0.6314410480349345,blip2-flan-t5-xl,0.7933333333333333,119-391-604-31,1_prompt,False,2,,,,,,,,,,,,,275,81,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,18,,,,,,,,,,,,,,,,,,,59,20,,,,,,,,,,,,,,,,,,,628,604,,,,,,,,,,,0.36060606060606065,,,,,,,,,0.36060606060606065,,,,,,,,,,0.36060606060606065,
0.4816753926701571,0.36947791164658633,0.6541484716157205,blip2-flan-t5-xl,0.6917293233082706,184-314-565-82,1_prompt,False,1,,,,,,,,,,,,,275,125,,,,,,,,,,,,,,,,,,,58,1,,,,,,,,,,,,,,,,,,,125,33,,,,,,,,,,,,,,,,,,,59,25,,,,,,,,,,,,,,,,,,,628,565,,,,,,,,,,,0.4816753926701571,,,,,,,,,0.4816753926701571,,,,,,,,,,0.4816753926701571,
0.3901689708141321,0.24853228962818003,0.6532751091703056,blip2-flan-t5-xl,0.9071428571428571,127-384-621-13,1_prompt,False,0,,,,,,,,,,,,,275,99,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,10,,,,,,,,,,,,,,,,,,,59,18,,,,,,,,,,,,,,,,,,,628,621,,,,,,,,,,,0.3901689708141321,,,,,,,,,0.3901689708141321,,,,,,,,,,0.3901689708141321,
0.11191335740072202,0.06019417475728155,0.5703056768558952,blip2-flan-t5-xl,0.7948717948717948,31-484-622-8,1_prompt,True,5,,,275,16,,,,,,,,,,,,,,,,,,,58,1,,,,,,,,,,,,,,,,,,,125,4,,,,,,,,,,,,,,,,,,,59,10,,,,,,,,,,,,,,,,,,,628,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11191335740072202,,,,,,,,,,0.11191335740072202
0.18588640275387266,0.10505836575875487,0.5868995633187772,blip2-flan-t5-xl,0.8059701492537313,54-460-618-13,1_prompt,True,4,,,275,29,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,12,,,,,,,,,,,,,,,,,,,59,13,,,,,,,,,,,,,,,,,,,628,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18588640275387266,,,,,,,,,,0.18588640275387266
0.27228525121555913,0.1640625,0.6078602620087337,blip2-flan-t5-xl,0.8,84-428-612-21,1_prompt,True,3,,,275,50,,,,,,,,,,,,,,,,,,,58,1,,,,,,,,,,,,,,,,,,,125,15,,,,,,,,,,,,,,,,,,,59,18,,,,,,,,,,,,,,,,,,,628,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27228525121555913,,,,,,,,,,0.27228525121555913
0.3958641063515509,0.2632612966601179,0.6427947598253275,blip2-flan-t5-xl,0.7976190476190477,134-375-602-34,1_prompt,True,2,,,275,89,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,24,,,,,,,,,,,,,,,,,,,59,21,,,,,,,,,,,,,,,,,,,628,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3958641063515509,,,,,,,,,,0.3958641063515509
0.45569620253164556,0.32142857142857145,0.6620087336244541,blip2-flan-t5-xl,0.782608695652174,162-342-596-45,1_prompt,True,1,,,275,115,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,24,,,,,,,,,,,,,,,,,,,59,23,,,,,,,,,,,,,,,,,,,628,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45569620253164556,,,,,,,,,,0.45569620253164556
0.44606413994169103,0.3047808764940239,0.6681222707423581,blip2-flan-t5-xl,0.8315217391304348,153-349-612-31,1_prompt,True,0,,,275,114,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,16,,,,,,,,,,,,,,,,,,,59,23,,,,,,,,,,,,,,,,,,,628,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44606413994169103,,,,,,,,,,0.44606413994169103
