f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person,acc_met_person,ent_met_misceallonous,acc_met_misceallonous,ent_met_organization,acc_met_organization,ent_met_location,acc_met_location,ent_met_none,acc_met_none,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse
0.38209432454036774,0.7134328358208956,0.28425925925925927,flan-t5-xl,0.2609170305676856,239-96-68-677,0_prompt,False,5,,,,,,,,,,,0.38209432454036774,,,,
0.3915515840779854,0.7172619047619048,0.30648148148148147,flan-t5-xl,0.26927374301675977,241-95-90-654,0_prompt,False,4,,,,,,,,,,,0.3915515840779854,,,,
0.4106400665004156,0.7243401759530792,0.3435185185185185,flan-t5-xl,0.2865429234338747,247-94-124-615,0_prompt,False,3,,,,,,,,,,,0.4106400665004156,,,,
0.4091710758377425,0.703030303030303,0.37962962962962965,flan-t5-xl,0.2885572139303483,232-98-178-572,0_prompt,False,2,,,,,,,,,,,0.4091710758377425,,,,
0.43106796116504853,0.6788990825688074,0.45740740740740743,flan-t5-xl,0.3157894736842105,222-105-272-481,0_prompt,False,1,,,,,,,,,,,0.43106796116504853,,,,
0.6191709844559586,0.6339522546419099,0.7277777777777777,flan-t5-xl,0.6050632911392405,239-138-547-156,0_prompt,False,0,,,,,,,,,,,0.6191709844559586,,,,
0.389124893797791,0.6715542521994134,0.33425925925925926,flan-t5-xl,0.27392344497607657,229-112-132-607,4_prompt,False,5,,,,,,,,,,,,0.389124893797791,,,
0.39335664335664333,0.6521739130434783,0.3574074074074074,flan-t5-xl,0.2816020025031289,225-120-161-574,4_prompt,False,4,,,,,,,,,,,,0.39335664335664333,,,
0.3957409050576752,0.6578171091445427,0.36944444444444446,flan-t5-xl,0.282994923857868,223-116-176-565,4_prompt,False,3,,,,,,,,,,,,0.3957409050576752,,,
0.4134790528233151,0.6656891495601173,0.40370370370370373,flan-t5-xl,0.2998678996036988,227-114-209-530,4_prompt,False,2,,,,,,,,,,,,0.4134790528233151,,,
0.4642507345739471,0.6676056338028169,0.4935185185185185,flan-t5-xl,0.35585585585585583,237-118-296-429,4_prompt,False,1,,,,,,,,,,,,0.4642507345739471,,,
0.6071428571428572,0.5340314136125655,0.7555555555555555,flan-t5-xl,0.7034482758620689,204-178-612-86,4_prompt,False,0,,,,,,,,,,,,0.6071428571428572,,,
0.3625429553264605,0.6413373860182371,0.31296296296296294,flan-t5-xl,0.25269461077844313,211-118-127-624,2_prompt,False,5,,,,,,,,,,,,,0.3625429553264605,,
0.3546971027216857,0.6139817629179332,0.3194444444444444,flan-t5-xl,0.24938271604938272,202-127-143-608,2_prompt,False,4,,,,,,,,,,,,,0.3546971027216857,,
0.38240270727580367,0.6706231454005934,0.32407407407407407,flan-t5-xl,0.26745562130177514,226-111-124-619,2_prompt,False,3,,,,,,,,,,,,,0.38240270727580367,,
0.42300884955752216,0.6947674418604651,0.3962962962962963,flan-t5-xl,0.30407124681933845,239-105-189-547,2_prompt,False,2,,,,,,,,,,,,,0.42300884955752216,,
0.5062240663900415,0.6777777777777778,0.5592592592592592,flan-t5-xl,0.40397350993377484,244-116-360-360,2_prompt,False,1,,,,,,,,,,,,,0.5062240663900415,,
0.6840659340659341,0.6401028277634961,0.7870370370370371,flan-t5-xl,0.7345132743362832,249-140-601-90,2_prompt,False,0,,,,,,,,,,,,,0.6840659340659341,,
0.40356564019448943,0.7155172413793104,0.31851851851851853,flan-t5-xl,0.28103837471783294,249-99-95-637,3_prompt,False,5,,,,,,,,,,,,,,0.40356564019448943,
0.4060150375939849,0.7023121387283237,0.3416666666666667,flan-t5-xl,0.28554641598119856,243-103-126-608,3_prompt,False,4,,,,,,,,,,,,,,0.4060150375939849,
0.439066551426102,0.7257142857142858,0.3990740740740741,flan-t5-xl,0.31474597273853777,254-96-177-553,3_prompt,False,3,,,,,,,,,,,,,,0.439066551426102,
0.46863468634686356,0.7175141242937854,0.4666666666666667,flan-t5-xl,0.34794520547945207,254-100-250-476,3_prompt,False,2,,,,,,,,,,,,,,0.46863468634686356,
0.5070993914807302,0.6944444444444444,0.55,flan-t5-xl,0.3993610223642173,250-110-344-376,3_prompt,False,1,,,,,,,,,,,,,,0.5070993914807302,
0.6675639300134589,0.6492146596858639,0.7712962962962963,flan-t5-xl,0.6869806094182825,248-134-585-113,3_prompt,False,0,,,,,,,,,,,,,,0.6675639300134589,
0.3552397868561279,0.6060606060606061,0.3277777777777778,flan-t5-xl,0.25125628140703515,200-130-154-596,1_prompt,False,5,,,,,,,,,,,,,,,0.3552397868561279
0.36925795053003535,0.6314199395770392,0.3388888888888889,flan-t5-xl,0.26092384519350814,209-122-157-592,1_prompt,False,4,,,,,,,,,,,,,,,0.36925795053003535
0.36042402826855124,0.6296296296296297,0.3296296296296296,flan-t5-xl,0.2524752475247525,204-120-152-604,1_prompt,False,3,,,,,,,,,,,,,,,0.36042402826855124
0.4102564102564103,0.6530612244897959,0.40370370370370373,flan-t5-xl,0.29906542056074764,224-119-212-525,1_prompt,False,2,,,,,,,,,,,,,,,0.4102564102564103
0.48670756646216773,0.6611111111111111,0.5351851851851852,flan-t5-xl,0.3851132686084142,238-122-340-380,1_prompt,False,1,,,,,,,,,,,,,,,0.48670756646216773
0.6265060240963856,0.5333333333333333,0.7703703703703704,flan-t5-xl,0.7591240875912408,208-182-624-66,1_prompt,False,0,,,,,,,,,,,,,,,0.6265060240963856
