f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person,acc_met_person,ent_met_misceallonous,acc_met_misceallonous,ent_met_organization,acc_met_organization,ent_met_location,acc_met_location,ent_met_none,acc_met_none,f_score0_promptFalse,f_score0_promptTrue,f_score4_promptFalse,f_score4_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score3_promptFalse,f_score3_promptTrue,f_score1_promptFalse,f_score1_promptTrue
0.5180722891566264,0.5764075067024129,0.6296296296296297,blip2-flan-t5-xxl,0.47045951859956237,215-158-465-242,2_prompt,True,4,,,,,,,,,,,,,,,,0.5180722891566264,,,,
0.5292620865139949,0.5561497326203209,0.6574074074074074,blip2-flan-t5-xxl,0.5048543689320388,208-166-502-204,2_prompt,True,3,,,,,,,,,,,,,,,,0.5292620865139949,,,,
0.5476190476190477,0.5404699738903395,0.6833333333333333,blip2-flan-t5-xxl,0.5549597855227882,207-176-531-166,2_prompt,True,2,,,,,,,,,,,,,,,,0.5476190476190477,,,,
0.6027027027027027,0.5807291666666666,0.7277777777777777,blip2-flan-t5-xxl,0.6264044943820225,223-161-563-133,2_prompt,True,1,,,,,,,,,,,,,,,,0.6027027027027027,,,,
0.5958429561200923,0.6898395721925134,0.6759259259259259,blip2-flan-t5-xxl,0.524390243902439,258-116-472-234,2_prompt,True,0,,,,,,,,,,,,,,,,0.5958429561200923,,,,
0.4762886597938144,0.6452513966480447,0.5296296296296297,blip2-flan-t5-xxl,0.37745098039215685,231-127-341-381,3_prompt,False,5,,,,,,,,,,,,,,,,,0.4762886597938144,,,
0.48459958932238195,0.6555555555555556,0.5351851851851852,blip2-flan-t5-xxl,0.38436482084690554,236-124-342-378,3_prompt,False,4,,,,,,,,,,,,,,,,,0.48459958932238195,,,
0.505592841163311,0.6174863387978142,0.5907407407407408,blip2-flan-t5-xxl,0.42803030303030304,226-140-412-302,3_prompt,False,3,,,,,,,,,,,,,,,,,0.505592841163311,,,
0.5118790496760259,0.6528925619834711,0.5814814814814815,blip2-flan-t5-xxl,0.42095914742451157,237-126-391-326,3_prompt,False,2,,,,,,,,,,,,,,,,,0.5118790496760259,,,
0.5237068965517241,0.6639344262295082,0.5907407407407408,blip2-flan-t5-xxl,0.43238434163701067,243-123-395-319,3_prompt,False,1,,,,,,,,,,,,,,,,,0.5237068965517241,,,
0.5708154506437769,0.7228260869565217,0.6296296296296297,blip2-flan-t5-xxl,0.4716312056737589,266-102-414-298,3_prompt,False,0,,,,,,,,,,,,,,,,,0.5708154506437769,,,
0.4943820224719101,0.6010928961748634,0.5833333333333334,blip2-flan-t5-xxl,0.4198473282442748,220-146-410-304,3_prompt,True,5,,,,,,,,,,,,,,,,,,0.4943820224719101,,
0.5040091638029783,0.5945945945945946,0.5990740740740741,blip2-flan-t5-xxl,0.43737574552683894,220-150-427-283,3_prompt,True,4,,,,,,,,,,,,,,,,,,0.5040091638029783,,
0.5088339222614842,0.5806451612903226,0.6138888888888889,blip2-flan-t5-xxl,0.4528301886792453,216-156-447-261,3_prompt,True,3,,,,,,,,,,,,,,,,,,0.5088339222614842,,
0.5248407643312102,0.5435356200527705,0.6546296296296297,blip2-flan-t5-xxl,0.5073891625615764,206-173-501-200,3_prompt,True,2,,,,,,,,,,,,,,,,,,0.5248407643312102,,
0.5561097256857855,0.5883905013192612,0.6703703703703704,blip2-flan-t5-xxl,0.5271867612293144,223-156-501-200,3_prompt,True,1,,,,,,,,,,,,,,,,,,0.5561097256857855,,
0.5623632385120351,0.7021857923497268,0.6296296296296297,blip2-flan-t5-xxl,0.46897810218978103,257-109-423-291,3_prompt,True,0,,,,,,,,,,,,,,,,,,0.5623632385120351,,
0.5343320848938826,0.5676392572944297,0.6546296296296297,blip2-flan-t5-xxl,0.5047169811320755,214-163-493-210,1_prompt,False,5,,,,,,,,,,,,,,,,,,,0.5343320848938826,
0.5461741424802111,0.5476190476190477,0.6814814814814815,blip2-flan-t5-xxl,0.5447368421052632,207-171-529-173,1_prompt,False,4,,,,,,,,,,,,,,,,,,,0.5461741424802111,
0.5537190082644629,0.5261780104712042,0.7,blip2-flan-t5-xxl,0.5843023255813954,201-181-555-143,1_prompt,False,3,,,,,,,,,,,,,,,,,,,0.5537190082644629,
0.5772594752186588,0.5129533678756477,0.7314814814814815,blip2-flan-t5-xxl,0.66,198-188-592-102,1_prompt,False,2,,,,,,,,,,,,,,,,,,,0.5772594752186588,
0.6059743954480796,0.5475578406169666,0.7435185185185185,blip2-flan-t5-xxl,0.678343949044586,213-176-590-101,1_prompt,False,1,,,,,,,,,,,,,,,,,,,0.6059743954480796,
0.6700507614213198,0.6786632390745502,0.7592592592592593,blip2-flan-t5-xxl,0.6616541353383458,264-125-556-135,1_prompt,False,0,,,,,,,,,,,,,,,,,,,0.6700507614213198,
0.5413333333333333,0.5300261096605744,0.6814814814814815,blip2-flan-t5-xxl,0.553133514986376,203-180-533-164,1_prompt,True,5,,,,,,,,,,,,,,,,,,,,0.5413333333333333
0.5523012552301256,0.5169712793733682,0.7027777777777777,blip2-flan-t5-xxl,0.592814371257485,198-185-561-136,1_prompt,True,4,,,,,,,,,,,,,,,,,,,,0.5523012552301256
0.5508982035928144,0.4754521963824289,0.7222222222222222,blip2-flan-t5-xxl,0.6548042704626335,184-203-596-97,1_prompt,True,3,,,,,,,,,,,,,,,,,,,,0.5508982035928144
0.5842026825633383,0.5,0.7416666666666667,blip2-flan-t5-xxl,0.7025089605734767,196-196-605-83,1_prompt,True,2,,,,,,,,,,,,,,,,,,,,0.5842026825633383
0.6097201767304861,0.5294117647058824,0.7546296296296297,blip2-flan-t5-xxl,0.71875,207-184-608-81,1_prompt,True,1,,,,,,,,,,,,,,,,,,,,0.6097201767304861
0.6205128205128205,0.6253229974160207,0.725925925925926,blip2-flan-t5-xxl,0.6157760814249363,242-145-542-151,1_prompt,True,0,,,,,,,,,,,,,,,,,,,,0.6205128205128205
