f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person0_promptTrue,acc_met_person0_promptTrue,ent_met_person1_promptTrue,acc_met_person1_promptTrue,ent_met_person2_promptTrue,acc_met_person2_promptTrue,ent_met_person3_promptTrue,acc_met_person3_promptTrue,ent_met_person4_promptTrue,acc_met_person4_promptTrue,ent_met_person0_promptFalse,acc_met_person0_promptFalse,ent_met_person1_promptFalse,acc_met_person1_promptFalse,ent_met_person2_promptFalse,acc_met_person2_promptFalse,ent_met_person3_promptFalse,acc_met_person3_promptFalse,ent_met_person4_promptFalse,acc_met_person4_promptFalse,ent_met_misceallonous0_promptTrue,acc_met_misceallonous0_promptTrue,ent_met_misceallonous1_promptTrue,acc_met_misceallonous1_promptTrue,ent_met_misceallonous2_promptTrue,acc_met_misceallonous2_promptTrue,ent_met_misceallonous3_promptTrue,acc_met_misceallonous3_promptTrue,ent_met_misceallonous4_promptTrue,acc_met_misceallonous4_promptTrue,ent_met_misceallonous0_promptFalse,acc_met_misceallonous0_promptFalse,ent_met_misceallonous1_promptFalse,acc_met_misceallonous1_promptFalse,ent_met_misceallonous2_promptFalse,acc_met_misceallonous2_promptFalse,ent_met_misceallonous3_promptFalse,acc_met_misceallonous3_promptFalse,ent_met_misceallonous4_promptFalse,acc_met_misceallonous4_promptFalse,ent_met_organization0_promptTrue,acc_met_organization0_promptTrue,ent_met_organization1_promptTrue,acc_met_organization1_promptTrue,ent_met_organization2_promptTrue,acc_met_organization2_promptTrue,ent_met_organization3_promptTrue,acc_met_organization3_promptTrue,ent_met_organization4_promptTrue,acc_met_organization4_promptTrue,ent_met_organization0_promptFalse,acc_met_organization0_promptFalse,ent_met_organization1_promptFalse,acc_met_organization1_promptFalse,ent_met_organization2_promptFalse,acc_met_organization2_promptFalse,ent_met_organization3_promptFalse,acc_met_organization3_promptFalse,ent_met_organization4_promptFalse,acc_met_organization4_promptFalse,ent_met_location0_promptTrue,acc_met_location0_promptTrue,ent_met_location1_promptTrue,acc_met_location1_promptTrue,ent_met_location2_promptTrue,acc_met_location2_promptTrue,ent_met_location3_promptTrue,acc_met_location3_promptTrue,ent_met_location4_promptTrue,acc_met_location4_promptTrue,ent_met_location0_promptFalse,acc_met_location0_promptFalse,ent_met_location1_promptFalse,acc_met_location1_promptFalse,ent_met_location2_promptFalse,acc_met_location2_promptFalse,ent_met_location3_promptFalse,acc_met_location3_promptFalse,ent_met_location4_promptFalse,acc_met_location4_promptFalse,ent_met_none0_promptTrue,acc_met_none0_promptTrue,ent_met_none1_promptTrue,acc_met_none1_promptTrue,ent_met_none2_promptTrue,acc_met_none2_promptTrue,ent_met_none3_promptTrue,acc_met_none3_promptTrue,ent_met_none4_promptTrue,acc_met_none4_promptTrue,ent_met_none0_promptFalse,acc_met_none0_promptFalse,ent_met_none1_promptFalse,acc_met_none1_promptFalse,ent_met_none2_promptFalse,acc_met_none2_promptFalse,ent_met_none3_promptFalse,acc_met_none3_promptFalse,ent_met_none4_promptFalse,acc_met_none4_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse
0.06666666666666667,0.08996539792387544,0.32592592592592595,opt-2.7b,0.05295315682281059,26-263-326-465,4_prompt,False,1,,,,,,,,,,,,,,,,,,,157,12,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,123,9,,,,,,,,,,,,,,,,,,,674,326,,0.06666666666666667,,,
0.043243243243243246,0.03333333333333333,0.5083333333333333,opt-2.7b,0.06153846153846154,12-348-537-183,4_prompt,False,0,,,,,,,,,,,,,,,,,,,157,7,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,1,,,,,,,,,,,,,,,,,,,123,3,,,,,,,,,,,,,,,,,,,674,537,,0.043243243243243246,,,
0.07547169811320756,0.08150470219435736,0.4101851851851852,opt-2.7b,0.07027027027027027,26-293-417-344,2_prompt,False,5,,,,,,,,,,,,,,,157,15,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,123,5,,,,,,,,,,,,,,,,,,,674,417,,,,,,,0.07547169811320756,,
0.06010928961748634,0.07213114754098361,0.362962962962963,opt-2.7b,0.05152224824355972,22-283-370-405,2_prompt,False,4,,,,,,,,,,,,,,,157,12,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,123,5,,,,,,,,,,,,,,,,,,,674,370,,,,,,,0.06010928961748634,,
0.04678362573099415,0.05128205128205128,0.3962962962962963,opt-2.7b,0.043010752688172046,16-296-412-356,2_prompt,False,3,,,,,,,,,,,,,,,157,7,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,3,,,,,,,,,,,,,,,,,,,123,5,,,,,,,,,,,,,,,,,,,674,412,,,,,,,0.04678362573099415,,
0.06122448979591838,0.08480565371024736,0.31851851851851853,opt-2.7b,0.04790419161676647,24-259-320-477,2_prompt,False,2,,,,,,,,,,,,,,,157,10,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,7,,,,,,,,,,,,,,,,,,,123,5,,,,,,,,,,,,,,,,,,,674,320,,,,,,,0.06122448979591838,,
0.03718459495351926,0.04778156996587031,0.3287037037037037,opt-2.7b,0.030434782608695653,14-279-341-446,2_prompt,False,1,,,,,,,,,,,,,,,157,7,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,2,,,,,,,,,,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,674,341,,,,,,,0.03718459495351926,,
0.033277870216306155,0.02865329512893983,0.462037037037037,opt-2.7b,0.03968253968253968,10-339-489-242,2_prompt,False,0,,,,,,,,,,,,,,,157,2,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,2,,,,,,,,,,,,,,,,,,,123,5,,,,,,,,,,,,,,,,,,,674,489,,,,,,,0.033277870216306155,,
0.10758620689655173,0.12341772151898735,0.4009259259259259,opt-2.7b,0.09535452322738386,39-277-394-370,3_prompt,False,5,,,,,,,,,,,,,,,,,157,18,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,5,,,,,,,,,,,,,,,,,,,123,15,,,,,,,,,,,,,,,,,,,674,394,,,,,,0.10758620689655173,
0.08401084010840108,0.09717868338557993,0.37407407407407406,opt-2.7b,0.07398568019093078,31-288-373-388,3_prompt,False,4,,,,,,,,,,,,,,,,,157,13,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,3,,,,,,,,,,,,,,,,,,,123,13,,,,,,,,,,,,,,,,,,,674,373,,,,,,0.08401084010840108,
