f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person,acc_met_person,ent_met_misceallonous,acc_met_misceallonous,ent_met_organization,acc_met_organization,ent_met_location,acc_met_location,ent_met_none,acc_met_none,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse
0.16304347826086957,0.14285714285714285,0.3662551440329218,opt-2.7b,0.189873417721519,75-450-370-320,0_prompt,False,5,,,,,,,,,,,0.16304347826086957,,,,
0.03061224489795918,0.02185792349726776,0.37448559670781895,opt-2.7b,0.05106382978723404,12-537-443-223,0_prompt,False,4,,,,,,,,,,,0.03061224489795918,,,,
0.04113110539845759,0.029143897996357013,0.3860082304526749,opt-2.7b,0.06986899563318777,16-533-453-213,0_prompt,False,3,,,,,,,,,,,0.04113110539845759,,,,
0.09333333333333332,0.08123791102514506,0.32839506172839505,opt-2.7b,0.10966057441253264,42-475-357-341,0_prompt,False,2,,,,,,,,,,,0.09333333333333332,,,,
0.07306889352818371,0.07172131147540983,0.2691358024691358,opt-2.7b,0.07446808510638298,35-453-292-435,0_prompt,False,1,,,,,,,,,,,0.07306889352818371,,,,
0.036144578313253004,0.02030456852791878,0.4732510288065844,opt-2.7b,0.1643835616438356,12-579-563-61,0_prompt,False,0,,,,,,,,,,,0.036144578313253004,,,,
0.014423076923076922,0.011787819253438114,0.32510288065843623,opt-2.7b,0.018575851393188854,6-503-389-317,4_prompt,False,5,,,,,,,,,,,,0.014423076923076922,,,
0.026128266033254157,0.02217741935483871,0.32510288065843623,opt-2.7b,0.031791907514450865,11-485-384-335,4_prompt,False,4,,,,,,,,,,,,0.026128266033254157,,,
0.008379888268156424,0.0055248618784530384,0.4156378600823045,opt-2.7b,0.017341040462427744,3-540-502-170,4_prompt,False,3,,,,,,,,,,,,0.008379888268156424,,,
0.05452562704471101,0.050505050505050504,0.28641975308641976,opt-2.7b,0.05924170616113744,25-470-323-397,4_prompt,False,2,,,,,,,,,,,,0.05452562704471101,,,
0.03760282021151586,0.032388663967611336,0.32592592592592595,opt-2.7b,0.04481792717086835,16-478-380-341,4_prompt,False,1,,,,,,,,,,,,0.03760282021151586,,,
0.00617283950617284,0.0034542314335060447,0.4699588477366255,opt-2.7b,0.028985507246376812,2-577-569-67,4_prompt,False,0,,,,,,,,,,,,0.00617283950617284,,,
0.010256410256410256,0.0076045627376425855,0.36460905349794237,opt-2.7b,0.015748031496062992,4-522-439-250,2_prompt,False,5,,,,,,,,,,,,,0.010256410256410256,,
0.01785714285714286,0.016666666666666666,0.2757201646090535,opt-2.7b,0.019230769230769232,8-472-327-408,2_prompt,False,4,,,,,,,,,,,,,0.01785714285714286,,
0.07658643326039388,0.07142857142857142,0.30534979423868314,opt-2.7b,0.08254716981132075,35-455-336-389,2_prompt,False,3,,,,,,,,,,,,,0.07658643326039388,,
0.038876889848812095,0.0375,0.2674897119341564,opt-2.7b,0.04035874439461883,18-462-307-428,2_prompt,False,2,,,,,,,,,,,,,0.038876889848812095,,
0.02666666666666667,0.024844720496894408,0.27901234567901234,opt-2.7b,0.02877697841726619,12-471-327-405,2_prompt,False,1,,,,,,,,,,,,,0.02666666666666667,,
0.0249609984399376,0.013793103448275862,0.48559670781893005,opt-2.7b,0.13114754098360656,8-572-582-53,2_prompt,False,0,,,,,,,,,,,,,0.0249609984399376,,
0.025171624713958812,0.021912350597609563,0.29876543209876544,opt-2.7b,0.02956989247311828,11-491-352-361,3_prompt,False,5,,,,,,,,,,,,,,0.025171624713958812,
0.06292134831460673,0.05363984674329502,0.3135802469135803,opt-2.7b,0.07608695652173914,28-494-353-340,3_prompt,False,4,,,,,,,,,,,,,,0.06292134831460673,
0.07150837988826815,0.061420345489443376,0.3160493827160494,opt-2.7b,0.0855614973262032,32-489-352-342,3_prompt,False,3,,,,,,,,,,,,,,0.07150837988826815,
0.04077010192525481,0.03734439834024896,0.302880658436214,opt-2.7b,0.04488778054862843,18-464-350-383,3_prompt,False,2,,,,,,,,,,,,,,0.04077010192525481,
0.03053435114503817,0.029288702928870293,0.2683127572016461,opt-2.7b,0.03189066059225513,14-464-312-425,3_prompt,False,1,,,,,,,,,,,,,,0.03053435114503817,
0.009375,0.0050933786078098476,0.47818930041152263,opt-2.7b,0.058823529411764705,3-586-578-48,3_prompt,False,0,,,,,,,,,,,,,,0.009375,
0.0761904761904762,0.06153846153846154,0.36131687242798355,opt-2.7b,0.1,32-488-407-288,1_prompt,False,5,,,,,,,,,,,,,,,0.0761904761904762
0.01008827238335435,0.007692307692307693,0.35390946502057613,opt-2.7b,0.014652014652014652,4-516-426-269,1_prompt,False,4,,,,,,,,,,,,,,,0.01008827238335435
0.02237136465324385,0.02092050209205021,0.2806584362139918,opt-2.7b,0.02403846153846154,10-468-331-406,1_prompt,False,3,,,,,,,,,,,,,,,0.02237136465324385
0.030150753768844223,0.02321083172147002,0.36460905349794237,opt-2.7b,0.043010752688172046,12-505-431-267,1_prompt,False,2,,,,,,,,,,,,,,,0.030150753768844223
0.013729977116704805,0.012295081967213115,0.2905349794238683,opt-2.7b,0.015544041450777202,6-482-347-380,1_prompt,False,1,,,,,,,,,,,,,,,0.013729977116704805
0.012195121951219513,0.006993006993006993,0.4666666666666667,opt-2.7b,0.047619047619047616,4-568-563-80,1_prompt,False,0,,,,,,,,,,,,,,,0.012195121951219513
