,False_0,False_1,False_2,False_3,False_4,False_5,False_6,False_7,False_8,True_0,True_1,True_2,True_3,True_4,True_5,True_6,True_7,True_8,prompt
mplug-owl-llama-7b-ft,0.31778656126482213,0.30357142857142855,0.2727272727272727,0.31242740998838564,0.3359234907352063,0.28498727735368956,0.3074739829706717,0.31695085255767297,0.3154084798345398,0.3239074550128535,0.30476190476190473,0.28985507246376807,0.32570307390451275,0.3362952836637047,0.2921013412816691,0.3209328151027207,0.33609467455621306,0.3393285371702638,5
flan-t5-xl,0.5662650602409639,0.509920634920635,0.539147670961348,0.5579937304075234,0.549266247379455,0.5738396624472575,0.554639175257732,0.5456410256410257,0.5415384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
flan-t5-xl,0.5388739946380697,0.5201072386058982,0.5329883570504528,0.5558375634517767,0.5515463917525774,0.5717884130982368,0.5580246913580247,0.5513784461152882,0.555694618272841,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
flan-t5-xl,0.5938242280285035,0.5442176870748299,0.5668449197860962,0.5886287625418061,0.5685618729096991,0.5789473684210525,0.5717321997874601,0.5732620320855615,0.5698924731182795,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
flan-t5-xl,0.6049661399548533,0.5562499999999999,0.5652620760534429,0.5754614549402823,0.5657894736842106,0.5751633986928104,0.5699152542372882,0.5628997867803838,0.5621621621621622,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
flan-t5-xl,0.5298507462686567,0.5438596491228069,0.5660818713450292,0.5506555423122764,0.5352449223416964,0.5526932084309134,0.5431530494821634,0.5465116279069767,0.5559481743227327,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
llama-7b-hf,0.2491490810074881,0.3012729844413013,0.2523540489642184,0.2784090909090909,0.3089430894308943,0.2644151565074135,0.2678725236864772,0.26529700759267527,0.2905899561189664,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
llama-7b-hf,0.2076069730586371,0.2613890963405527,0.17635066258919468,0.24055781522370714,0.26287098728043606,0.24819277108433738,0.2545126353790614,0.2684903748733536,0.281008749356665,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
llama-7b-hf,0.17265087853323147,0.26956521739130435,0.21234798877455566,0.24369296833064952,0.2620533182076007,0.23954372623574147,0.2534854245880862,0.25998142989786444,0.26760563380281693,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
llama-7b-hf,0.2735781137508999,0.34102026554856746,0.27094303494494976,0.305978898007034,0.322106552357624,0.2809335094671951,0.2842054728756601,0.29561671763506625,0.2972834443874936,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
llama-7b-hf,0.29010989010989013,0.32412790697674415,0.2554291623578077,0.29739776951672864,0.3231552162849873,0.2817423540315106,0.29417670682730923,0.3056008700380642,0.31835829173599556,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
opt-6.7b,0,0.18612244897959185,0.20706106870229005,0.21543241843604352,0.2272300469483568,0.2228460375728784,0.22369584438549953,0.21154656552886641,0.20647083865474666,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
opt-6.7b,0,0.15037593984962405,0.17131203263086336,0.22458471760797344,0.2295695570804741,0.23826350328117113,0.24300081543897795,0.2481789802289282,0.24271079590228528,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
opt-6.7b,0,0.14221422142214218,0.1700060716454159,0.23181257706535144,0.2358662613981763,0.23575446319393495,0.23529411764705882,0.23235668789808916,0.2279874213836478,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
opt-6.7b,0,0.2189905902480753,0.23472668810289388,0.23824855119124275,0.2553699284009546,0.25023562676720074,0.24904214559386975,0.23752540076766765,0.239691343139619,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
opt-6.7b,0,0.21159153633854644,0.23522388059701493,0.23311258278145694,0.25839138695376823,0.2480916030534351,0.2507006369426752,0.2514367816091954,0.24266936299292216,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
flamingo,0.09090909090909091,0.28907330567081607,0.23723228995057663,0.3034920634920635,0.31081967213114753,0.3209876543209877,0.32347616173808086,0.30510585305105853,0.321882951653944,0.12886259040105194,0.3058659217877095,0.2601092896174863,0.31005765534913515,0.3113456464379947,0.3269689737470167,0.3191361727654469,0.30663329161451813,0.3129426915647135,1
flamingo,0.0880503144654088,0.1364256480218281,0.09712230215827339,0.16934487021013597,0.21725239616613418,0.2766415500538213,0.2724734785036293,0.2480527261833433,0.263254113345521,0.12609970674486803,0.17968210089841052,0.13386727688787184,0.18947368421052635,0.23596938775510204,0.2731655061596143,0.28042624789680315,0.2463768115942029,0.2501510574018127,2
flamingo,0.07765667574931881,0.15512465373961218,0.149890590809628,0.21547619047619043,0.24721878862793573,0.27505112474437626,0.2783068783068783,0.26351351351351354,0.2659817351598174,0.11505016722408026,0.20210526315789476,0.15738758029978586,0.21811680572109654,0.26519337016574585,0.2754677754677755,0.2756785524215008,0.25736961451247165,0.26599326599326595,3
flamingo,0.10451612903225807,0.33218470020675395,0.26659696811291167,0.3052307692307692,0.3191893603546549,0.3236658932714618,0.3245149911816579,0.3240568954854669,0.327930174563591,0.13406292749658005,0.3300699300699301,0.2728226652675761,0.3092394720301697,0.32579185520362,0.3346844238563984,0.32705882352941174,0.3198506533914126,0.3261146496815287,4
flamingo,0.10106382978723405,0.308659217877095,0.1984732824427481,0.2894224529526282,0.3096179183135705,0.33232992173389525,0.33168316831683164,0.3226221079691517,0.3229571984435798,0.11479028697571744,0.3237410071942446,0.2323699421965318,0.2966442953020134,0.31087391594396263,0.33695652173913043,0.3289391086001255,0.3139306736429039,0.3087947882736156,5
flan-t5-xxl,0.41448382126348227,0.3201243201243202,0.36906584992343033,0.41352805534204456,0.44666155026861093,0.39377431906614785,0.4488854727132975,0.4174454828660436,0.36899224806201547,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
flan-t5-xxl,0.5821596244131455,0.5323336457357076,0.47706422018348627,0.5623762376237623,0.5469924812030076,0.5606207565470417,0.5434380776340111,0.5495750708215297,0.5359848484848485,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
flan-t5-xxl,0.5164923572003218,0.48808545603944126,0.471858134155744,0.5028571428571429,0.4936102236421726,0.49396621078037,0.49441786283891553,0.49878542510121454,0.4840556009811937,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
flan-t5-xxl,0.4949258391881343,0.4962779156327543,0.4793650793650793,0.5107438016528926,0.5040783034257749,0.5012448132780084,0.5037037037037038,0.5012489592006661,0.5029045643153527,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
flan-t5-xxl,0.49258649093904444,0.47460449625312245,0.46443172526573995,0.504786771105309,0.5060240963855421,0.5083553210202287,0.5072340425531914,0.5069444444444444,0.5030674846625767,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
blip2-opt-2.7b,0.0068143100511073255,0.09090909090909093,0.029411764705882353,0.01008403361344538,0.04968944099378882,0.20843672456575682,0.18572825024437925,0.1306413301662708,0.15417558886509636,0.014010507880910683,0.14139110604332952,0.050595238095238096,0.0440251572327044,0.09169054441260745,0.15800415800415799,0.1697674418604651,0.13513513513513514,0.13445378151260504,1
blip2-opt-2.7b,0.019257221458046765,0.2202729044834308,0.01749271137026239,0.012698412698412698,0.031897926634768745,0.21212121212121213,0.17252396166134187,0.21489161168708765,0.20747663551401868,0.007050528789659224,0.12780269058295962,0.015082956259426848,0.02608695652173913,0.05047318611987382,0.10877626699629171,0.1287128712871287,0.1406799531066823,0.17469204927211648,2
blip2-opt-2.7b,0.0065040650406504065,0.20076481835564056,0.037142857142857144,0.012698412698412698,0.05159332321699544,0.22365869424692958,0.1674687199230029,0.1890639481000927,0.20147874306839186,0.0025575447570332483,0.14877789585547294,0.05142857142857143,0.03259259259259259,0.08683068017366136,0.1423877327491785,0.13567251461988306,0.1499448732083793,0.15659955257270694,3
blip2-opt-2.7b,0.020547945205479454,0.188050930460333,0.03298350824587706,0.01973684210526316,0.031347962382445145,0.21837349397590364,0.2239858906525573,0.20018709073900842,0.17593528816986856,0.03205128205128205,0.16538037486218302,0.052478134110787174,0.05175038051750381,0.08695652173913043,0.13651137594799567,0.15402038505096263,0.14965986394557826,0.13636363636363635,4
blip2-opt-2.7b,0.02564102564102564,0.22559241706161137,0.018433179723502304,0.01938610662358643,0.03514376996805112,0.2236746550472041,0.17777777777777776,0.22867513611615245,0.2142857142857143,0.044182621502209134,0.1488162344983089,0.045941807044410414,0.027522935779816515,0.05928237129485179,0.16403785488958994,0.1320754716981132,0.15873015873015875,0.14921780986762936,5
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
longformer-base-4096-finetuned-squadv2,0.0038387715930902114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
longformer-base-4096-finetuned-squadv2,0.0031104199066874032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
longformer-base-4096-finetuned-squadv2,0.017094017094017092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
longformer-base-4096-finetuned-squadv2,0.0059701492537313425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
blip2-opt-6.7b,0,0.22521808088818399,0.24832214765100669,0.22410423452768732,0.23298033282904687,0.20474029248613212,0.22288975668368877,0.19826452800420719,0.19236130471145804,0,0.18322295805739516,0.24495114006514657,0.22054380664652568,0.20055197792088314,0.1850403961428199,0.19999999999999998,0.19483870967741937,0.16682585163960523,1
blip2-opt-6.7b,0,0.22818791946308725,0.2369020501138952,0.2383498854087089,0.1856899488926746,0.18621973929236502,0.18855534709193247,0.1951451689671585,0.16972236773179675,0,0.17589576547231273,0.18334735071488648,0.2036290322580645,0.12672811059907835,0.15166145981255325,0.15029469548133595,0.16658823529411765,0.14330218068535827,2
blip2-opt-6.7b,0,0.23450905624404195,0.23849372384937237,0.24371667936024374,0.20621931260229132,0.19089456869009583,0.19934179595674656,0.1945996275605214,0.18636127017178553,0,0.1712403951701427,0.22238586156111928,0.1907459867799811,0.146503884572697,0.16561276723878346,0.19166666666666662,0.16803476581361662,0.14964610717896867,3
blip2-opt-6.7b,0,0.28291087489779226,0.26796929518492674,0.2615384615384615,0.24432263116679717,0.22229140722291407,0.20932642487046632,0.22039134912461378,0.20021528525296017,0.015355086372360846,0.21007502679528403,0.2538787023977433,0.2564962279966471,0.16560509554140126,0.20833333333333334,0.2045060658578856,0.20209059233449478,0.16963528413910092,4
blip2-opt-6.7b,0,0.27537511032656664,0.27279358132749815,0.26169590643274854,0.23723487824037706,0.20505088578967207,0.2181967888019761,0.21459566074950692,0.23188405797101444,0.018281535648994512,0.23092783505154643,0.24251726784343824,0.24232081911262798,0.18043478260869567,0.18725221103995118,0.20666979802724286,0.21861281826163298,0.18149146451033243,5
fromage,0.0035842293906810036,0.187039764359352,0.19170403587443946,0.19796954314720813,0.21382751247327156,0.15704154002026344,0.17020104654365187,0.152052465387418,0.14071510957324107,0.0036900369003690036,0.09004092769440655,0.152046783625731,0.1900958466453674,0.17637271214642264,0.19700040535062827,0.19911894273127753,0.20625000000000002,0.17299771167048056,1
fromage,0.011363636363636364,0.17594834543987087,0.1503267973856209,0.20109439124487002,0.1829085457271364,0.13641188959660297,0.1424272818455366,0.15227817745803357,0.1529225908372828,0.013179571663920924,0.07533414337788578,0.1262580054894785,0.19006849315068491,0.18691588785046728,0.1813819577735125,0.19289340101522842,0.17192982456140352,0.1904761904761905,2
fromage,0,0.16693163751987283,0.15454545454545454,0.20053835800807535,0.17998448409619863,0.13619302949061662,0.14724331462528886,0.15421256326287586,0.14807872539831304,0.010714285714285714,0.07923169267707084,0.12219227313566935,0.18537414965986396,0.17667844522968199,0.19319862000985705,0.1932367149758454,0.18171493469619535,0.18475236505286588,3
fromage,0.003424657534246575,0.2241379310344828,0.1830721003134796,0.20533333333333334,0.22398843930635834,0.15357502517623364,0.18231892040760123,0.1601029601029601,0.1574003554201574,0.0037105751391465678,0.13406593406593406,0.16343042071197408,0.20723684210526314,0.19578059071729959,0.21623968736430743,0.21229050279329606,0.1983769161406673,0.19727272727272727,4
fromage,0.020558002936857563,0.21976284584980238,0.17509727626459143,0.21117166212534058,0.21513353115727002,0.1488569909622541,0.16944200993280747,0.16980631467232687,0.1648439583889037,0.01718213058419244,0.12844036697247707,0.14335060449050085,0.20446735395189003,0.19897959183673466,0.19437827536922345,0.21704605611434621,0.2287206266318538,0.22617801047120417,5
